vaga_id,requisito_id,requisito,categoria,categoria_nome
gupy-4e34c2c275,adaptabilidade,Adaptabilidade / ambiente de mudança,comportamento,Comportamento e colaboração
gupy-4e34c2c275,organizacao_tempo,Organização / gestão de prazos,comportamento,Comportamento e colaboração
gupy-4e34c2c275,ci_cd,CI/CD e automação de deploy,processo,Processo e prática de engenharia
gupy-4e34c2c275,versionamento,Controle de versão (Git),processo,Processo e prática de engenharia
gupy-4e34c2c275,cultura_devops,Cultura DevOps,processo,Processo e prática de engenharia
gupy-4e34c2c275,observabilidade,Observabilidade / monitoramento,processo,Processo e prática de engenharia
gupy-4e34c2c275,documentacao,Documentação técnica,processo,Processo e prática de engenharia
gupy-4e34c2c275,boas_praticas_codigo,Clean code / SOLID / boas práticas,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,cloud,Cloud (AWS/Azure/GCP),tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,banco_dados,Banco de dados / SQL,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,mensageria_eventos,Mensageria / arquitetura orientada a eventos,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,dados_ia,Dados / IA no dia a dia,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-4e34c2c275,experiencia_previa,Experiência prévia comprovada (sem número),credenciais,"Credenciais, contexto e formato de trabalho"
gupy-4e34c2c275,graduacao,Diploma / ensino superior,credenciais,"Credenciais, contexto e formato de trabalho"
gupy-4e34c2c275,impacto_negocio,Entender o negócio / gerar impacto,produto,Produto e negócio
gupy-c9a229fb8c,trabalho_em_equipe,Trabalho em equipe / colaboração,comportamento,Comportamento e colaboração
gupy-c9a229fb8c,aprendizado_continuo,Aprendizado contínuo / curiosidade,comportamento,Comportamento e colaboração
gupy-c9a229fb8c,organizacao_tempo,Organização / gestão de prazos,comportamento,Comportamento e colaboração
gupy-c9a229fb8c,metodologias_ageis,Metodologias ágeis (Scrum/Kanban),processo,Processo e prática de engenharia
gupy-c9a229fb8c,documentacao,Documentação técnica,processo,Processo e prática de engenharia
gupy-c9a229fb8c,banco_dados,Banco de dados / SQL,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-c9a229fb8c,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-c9a229fb8c,experiencia_previa,Experiência prévia comprovada (sem número),credenciais,"Credenciais, contexto e formato de trabalho"
gupy-c9a229fb8c,graduacao,Diploma / ensino superior,credenciais,"Credenciais, contexto e formato de trabalho"
gupy-9011e3ac9d,mentoria,Mentoria de outras pessoas,comportamento,Comportamento e colaboração
gupy-9011e3ac9d,metodologias_ageis,Metodologias ágeis (Scrum/Kanban),processo,Processo e prática de engenharia
gupy-9011e3ac9d,code_review,Code review / pull request,processo,Processo e prática de engenharia
gupy-9011e3ac9d,testes_automatizados,Testes automatizados / TDD,processo,Processo e prática de engenharia
gupy-9011e3ac9d,versionamento,Controle de versão (Git),processo,Processo e prática de engenharia
gupy-9011e3ac9d,documentacao,Documentação técnica,processo,Processo e prática de engenharia
gupy-9011e3ac9d,performance_escala,Performance e escala,processo,Processo e prática de engenharia
gupy-9011e3ac9d,arquitetura,Arquitetura / system design,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-9011e3ac9d,boas_praticas_codigo,Clean code / SOLID / boas práticas,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-9011e3ac9d,banco_dados,Banco de dados / SQL,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-9011e3ac9d,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-734c83c66e,comunicacao_geral,Comunicação (falar/escrever bem),comunicacao,Comunicação e idioma
gupy-734c83c66e,trabalho_em_equipe,Trabalho em equipe / colaboração,comportamento,Comportamento e colaboração
gupy-734c83c66e,autonomia,Autonomia / trabalhar sem supervisão,comportamento,Comportamento e colaboração
gupy-734c83c66e,testes_automatizados,Testes automatizados / TDD,processo,Processo e prática de engenharia
gupy-734c83c66e,ci_cd,CI/CD e automação de deploy,processo,Processo e prática de engenharia
gupy-734c83c66e,cultura_devops,Cultura DevOps,processo,Processo e prática de engenharia
gupy-734c83c66e,performance_escala,Performance e escala,processo,Processo e prática de engenharia
gupy-734c83c66e,boas_praticas_codigo,Clean code / SOLID / boas práticas,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-734c83c66e,cloud,Cloud (AWS/Azure/GCP),tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-734c83c66e,containers,Containers / Kubernetes,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-734c83c66e,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-734c83c66e,microservicos,Microsserviços,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-95b56416ef,comunicacao_geral,Comunicação (falar/escrever bem),comunicacao,Comunicação e idioma
gupy-95b56416ef,proatividade,Proatividade / iniciativa,comportamento,Comportamento e colaboração
gupy-95b56416ef,organizacao_tempo,Organização / gestão de prazos,comportamento,Comportamento e colaboração
gupy-95b56416ef,metodologias_ageis,Metodologias ágeis (Scrum/Kanban),processo,Processo e prática de engenharia
gupy-95b56416ef,ci_cd,CI/CD e automação de deploy,processo,Processo e prática de engenharia
gupy-95b56416ef,versionamento,Controle de versão (Git),processo,Processo e prática de engenharia
gupy-95b56416ef,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-95b56416ef,experiencia_previa,Experiência prévia comprovada (sem número),credenciais,"Credenciais, contexto e formato de trabalho"
gupy-40398bdca8,metodologias_ageis,Metodologias ágeis (Scrum/Kanban),processo,Processo e prática de engenharia
gupy-40398bdca8,versionamento,Controle de versão (Git),processo,Processo e prática de engenharia
gupy-40398bdca8,cultura_devops,Cultura DevOps,processo,Processo e prática de engenharia
gupy-40398bdca8,cloud,Cloud (AWS/Azure/GCP),tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-40398bdca8,containers,Containers / Kubernetes,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-40398bdca8,banco_dados,Banco de dados / SQL,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-40398bdca8,apis_integracao,APIs e integrações,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-40398bdca8,graduacao,Diploma / ensino superior,credenciais,"Credenciais, contexto e formato de trabalho"
gupy-c5bec70308,metodologias_ageis,Metodologias ágeis (Scrum/Kanban),processo,Processo e prática de engenharia
gupy-c5bec70308,testes_automatizados,Testes automatizados / TDD,processo,Processo e prática de engenharia
gupy-c5bec70308,versionamento,Controle de versão (Git),processo,Processo e prática de engenharia
gupy-c5bec70308,documentacao,Documentação técnica,processo,Processo e prática de engenharia
gupy-c5bec70308,arquitetura,Arquitetura / system design,tecnico_transversal,Fundamentos técnicos que independem de linguagem
gupy-c5bec70308,boas_praticas_codigo,Clean code / SOLID / boas práticas,tecnico_transversal,Fundamentos técnicos que independem de linguagem
